"SEUCI","COUNTRY","ORDER_AMOUNT","UNIT_AMOUNT"
L00A2SDB20GNR188,US,12,64
L04Y6YIXZ9665P8G,US,11,56
L05K1704MXFZ6QK2,US,31,68
L06XCMKZ6JTN1GBU,US,88,43
L0A8YGNZ25TRXVZV,US,75,80
L0LDR4SD4CDSEAM4,US,24,68
L0VNPKD6MFF42BG3,US,17,57
L0X7531ZEGOZA9CL,US,22,59
L1DN6ZABOT08N7FK,US,32,10
L1DZULL9XZKV05KN,US,21,39
L1Q0CB7E7TV9LD5T,US,21,15
L24SI2OD4OYW0XSW,US,26,63
L2KC01HF88DLQ51X,US,10,57
L2Q07VBEGZFSI79Q,US,23,56
L2S0W15GTW3H2AHY,US,10,51
L2ZAOPINM8FBNK4G,US,102,256
L2ZZMZKQ2MG91V89,US,31,56
L35J3GIKWELHHHN8,US,12,58
L38R02MHQT0FISY5,US,32,120
L3CJ922AY9KAQX7Q,US,30,26
L3CXM3MNIXYK7E0I,US,40,48
L3D7VA4AV7QD9HTY,US,7,50
L3E06EFSCL4N6ZTI,US,25,66
L3P5GOYRPK15RJ4Q,US,28,50
L3S7D0WT6H7RHU6B,US,38,78
L3U21RWAP00TAY3X,US,24,50
L3U4VYNW6A7H6OAW,US,17,68
L3YNM3XKO4IC8KQC,US,21,54
L40BBLWGMYNW3E97,US,30,76
L47HRKJ0BC7HAHET,US,16,57
L4LNJJW0WJYXW3CV,US,22,87
L4TDI5N0WYGUBIWQ,US,24,4
L4ULJ5650PH20XOX,US,9,65
L4WWEZO8CA522QUJ,US,23,39
L5CKCGANH1NBVXSF,US,22,98
L5PBIQLQ699HRMYG,US,34,78
L5QEZH55HIQ5TTMG,US,15,139
L5XG3C7866OY55QW,US,28,53
L62VYC5N3SW94R68,US,26,49
L64FH79S0V0PDXHC,US,81,122
L680Q3996T2NNKUC,US,22,41
L6B3Q10A116TKQP9,US,25,273
L6M0KVF82C65HVEV,US,13,55
L6Y4PRW5TWHVQJE5,US,21,45
L74U27SX5KWDM8GC,US,18,54
L77VXMF8SYVD9PXT,US,12,55
L7D6OQJN6RLX806T,US,45,132
L7GBE7B7FA464O6T,US,145,479
L7KWT4D2ZPXVEYW4,US,2,72
L7M2UAPPKSZ4GPZA,US,31,84
L7S5275EAQW2RUCO,US,46,84
L7XH3YQJ9OUC10KQ,US,25,51
L83BL496EALSQDC5,US,85,6
L83BL4UHCDG3H3DH,US,8,53
L877OHTLZ417WILO,US,35,152
L894RZC8TPO3SBVC,US,26,28
L89NF8JFA7DV46CV,US,21,40
L8CVVZLCMMNN3RIT,US,8,80
L8IIQNU1U47GHFK8,US,26,48
L8QCBOJMST6Y0VXS,US,62,21
L8T38GFSJG1LPCP8,US,32,39
L8V8APBISD1J9K7N,US,22,39
L8WPR9SVEO3VRSJF,US,26,50
L8Z7BX7ILVSCNCVJ,US,24,78
L93S17SARNM1DP8U,US,27,6
L9DJ3SYLGE8SIYJI,US,6,61
L9JAYYLJRGDHTQ1A,US,27,118
L9MCMJP6SD9KPU8S,US,28,118
L9OMEM0DSU61DFXB,US,28,70
L9OPQSHODUSMLSO7,US,25,44
L9OXGVAEYQP1UEEI,US,31,117
L9XTDHOTZCOVMW6Q,US,31,86
L9ZGS4BQ3TFIZCEE,US,61,305
LA2IO9OSPYPMR7US,US,14,50
LAD263ZC1T8SOWEM,US,27,143
LAFMEK549ITIN07L,US,43,92
LAIGGXTWR97MAMEG,US,9,55
LAKFYLAAFFZCGYN7,US,30,59
LAL0HW36TZL07I6K,US,20,59
LAL3E2FDK9MY5CLZ,US,15,54
LASUQ4JSP4XUTL65,US,36,74
LAUD2P2CHX78CXZN,US,21,27
LAYEC2HU35UYFSM4,US,17,66
LB3KS87KJF4GTG76,US,119,299
LB7LJ12OGRJ0AZLL,US,18,61
LBEA4EC10PG561NY,US,22,46
LBPUKL1SZRLQESK1,US,26,55
LBXX7X71PFX71EBE,US,24,54
LC0BB4B2AYXKAWZ2,US,15,63
LC0TATBQRU5043BF,US,9,75
LC1QWU8ALMWTSX8P,US,31,84
LC3171Z1LOL6AMVK,US,61,102
LCPIHMC6A7O9HALA,US,22,21
LCQW2Z4K87L6DZ0C,US,22,56
LCS5OHBDG6RYLTWE,US,27,43
LCVN30H0RZZP0BFI,US,30,75
LCXVL67R5VK7S0I1,US,22,57
LD5R2DCZ5FZ1ZFTR,US,102,263
LD73PDE8B3DSFQUE,US,31,99
LDECP9KZPPO99J5W,US,15,62
LDFXWBK16EYNC9O0,US,20,66
LDPAQ5SLX66LHNYB,US,19,50
LDUM13LHHBCLXW46,US,24,52
LE6NP8XA27XEIHCV,US,36,87
LE9L3EOB8US4OCNM,US,120,239
LEDIB52I6YU8FGYS,US,14,55
LEDXI2TSLCXP3NHG,US,15,87
LEH1OPN0BP21H101,US,11,54
LEHOKDX8HNJA62JR,US,107,152
LELJOV3SK14SD911,US,10,72
LEP4F0PD5DY9HNHY,US,24,53
LEWUEJTRBZAMIZ17,US,24,58
LF253S22O5RCHIIG,US,36,36
LF4YZB591KCN5B7O,US,25,64
LFBRDWT6DOG4YHWJ,US,39,12
LFFV9XBTA99T91RH,US,60,34
LFUDYLICA0JOA8L5,US,17,75
LFVJLA4EGHGZAHG5,US,115,196
LFWLTGTJMAST11TB,US,19,86
LFY7ZRV2CM33SXQU,US,42,47
LGA4WVZM94U1IVI2,US,46,6
LGEWZVUE9POMII60,US,47,126
LGRI6LPLW3CA3ISG,US,14,60
LGWDRTUSHA3FASVD,US,24,57
LGYSR061QNZ5F455,US,29,63
LH2HTMU8LDC3IHRN,US,25,82
LHB4EVMXZ7KVVLOY,US,27,45
LHCRB0MYEFPGX3QD,US,10,55
LHCU0IP9SLWRCMQA,US,24,31
LHIBFAF88ZJ33H5A,US,4,54
LHLWS2XH42GLRUB5,US,27,38
LHSPRADA4MH6CCDA,US,17,109
LHXOCZGL9G0YQSFH,US,90,33
LI0OWRBDTTMFJKB5,US,2,58
LI58PRC41EEX7ZBX,US,26,110
LI6VTPJ7YBKRVUS8,US,15,74
LIDZR652TPHXO3ZH,US,82,100
LIEKETHIZRW0ID2J,US,24,50
LIMDUECTUG5PF549,US,75,72
LINQNNPT0NCKGODI,US,34,103
LIR9M8GT5KXDLLZG,US,17,56
LIRJM15KKNDCZGNI,US,34,81
LIZGH60DTHMDLH8X,US,26,25
LJ2JB0A6PV51DO89,US,19,81
LJ6540ORN5GGSYZZ,US,66,63
LJ92FI68GWSBYFNS,US,28,72
LJCR9FZJGXAGBWTY,US,8,104
LJCWH6NKXPPN154I,US,41,70
LJI98URCXJG6YT36,US,33,160
LJKHM29N5IIDUZ90,US,23,54
LJMIQWX3WW3XL2MG,US,29,68
LJN233W9IWZV5SUT,US,50,151
LK60AKPVNZRKRYJ0,US,21,64
LKI0XWW736EF3JDA,US,28,78
LL9XTRJ7G3YY34M6,US,9,55
LLLRAMCF4JE52L0H,US,23,104
LLPL091DACMFORXH,US,51,77
LLVMRMCB6CACYB6W,US,17,61
LLZIM9JLTBRG1N0Q,US,25,24
LM5ZA5NSEP5TUV20,US,15,68
LMDR4SY7FBFM1X9U,US,19,79
LMFZ10ULRJYZ8KDR,US,30,75
LML3YB2CAD4VG1SZ,US,28,76
LMRH9U08LFUQEUSA,US,32,3
LMUBR56NOE6YUD63,US,32,58
LN5PPNN8I3NSY8GK,US,115,29
LN77WOIODY2KNO8H,US,5,86
LNBWJ1N9RA56TC9P,US,21,35
LNC5MBPQV6XCBX4T,US,153,453
LNGSXVQ4AW0L26BO,US,23,59
LNI1QW5WGY6EB441,US,32,55
LNN0GD996ZAVXHRI,US,18,90
LNOYJK1VGR4WMG54,US,89,239
LNXU7N9X20EUG45P,US,5,52
LO525KTI9LZL296S,US,38,248
LO8ZUPPB9HUBWDEZ,US,13,62
LOFSDID47MJMT09Y,US,66,4
LOLE1MZQ1HRDFRZ6,US,21,45
LOLKX6UG10COV8XQ,US,10,94
LOLLPJ2CE3T8WPOY,US,38,84
LOT41DN148068Y8V,US,24,64
LP1FODVVO3SJVUHL,US,34,61
LP3MNYCQX3DLZVF7,US,21,29
LPAJELSVKTUB9WCY,US,34,67
LPOVQ45LVKH1FTQF,US,27,22
LPT5DX9GKKHXPU5H,US,31,55
LPTHDWY601TC2AHA,US,19,59
LPZDUKMMZ9NR1BDL,US,21,37
LQ7QKKHX7AMCRIFC,US,6,53
LQ9INIET1U7AAENL,US,35,59
LQLP7TGPWN7EGB1S,US,21,42
LQRE7Q491GH7P4NE,US,31,84
LQYER0LTJIFBATF4,US,34,25
LRB1QGXI3OJ3844S,US,29,72
LRBLIZ4170MUOJRM,US,25,33
LRFKCYMCKK0KIQMT,US,11,101
LRHSYLXZ4RLTO43K,US,17,75
LRLWB9C29O0YM4CN,US,8,52
LRNQKFOFV844SZRC,US,186,630
LRQD7XIYNCGH797H,US,20,103
LSMBUV7IRA1IS8QK,US,49,318
LSTJX30GXKB7DWVH,US,23,48
LTEB4P69BSFYXP59,US,44,71
LTKJB4N3BR7532PL,US,33,45
LTUPFI1CVZDM0UZT,US,22,17
LU62BVFR8V35EV27,US,26,2
LU8T7KH2F306EHQE,US,21,41
LUEU0ZVKP2V5Y2E6,US,57,127
LUG8Y8BPW71IHBCZ,US,26,49
LUHE19AU4HFS8G52,US,33,72
LUJ2F2Z9WJ1TU3OL,US,29,53
LUY54OLE9YM9E0FD,US,35,78
LV3MWJC2D1BB2RXI,US,20,50
LV5NTL1WRWANCLS5,US,10,55
LV9K5RCKIVTV4KSA,US,5,53
LVR2J4CM2RT7EKRM,US,27,27
LVT59ZYBSQ7A79PU,US,21,24
LVXDWSEW4PVUGD00,US,22,55
LVYQTSWV0CEXKY4F,US,25,59
LVYY585KDHW3I13I,US,100,445
LW5H2FEXFS1S1UVE,US,17,81
LW8JFZC1OWJBVGZQ,US,22,58
LWA01GYYD8QF1O0X,US,47,131
LWCN2V03EO6OLLJ9,US,33,128
LWHXGXTPX2LQCMVP,US,10,53
LWNPGSA6GOMBWK0P,US,28,61
LWNSVKHHQ22AM3VA,US,30,81
LWWLYHPCIGIQXG3K,US,12,110
LX3IWRD6WDWQU34O,US,25,41
LX89XVZQ5I4ZU8KT,US,15,79
LXEOZWSOA4JMWWUB,US,23,41
LXHLRSNVGZGNYTPU,US,52,150
LXJH238B3PX1B8ET,US,48,114
LXPM1L63CBHP4WE6,US,23,28
LXVVHFJCBOF4XNUD,US,15,68
LY7EW3006COEWK7I,US,30,49
LY83NNTT5FJRKLKS,US,151,40
LY8Z6IS4EV9MGBBF,US,24,85
LYA6OBUDKGP9XJV7,US,19,68
LYJJMARNMFOY8FT2,US,27,69
LYNF287PCXY1L70S,US,49,5
LYVSYWY2NWQJ1KPJ,US,18,120
LYWTZ7ZKNMTTKT2A,US,29,61
LYZJK12RAWVSWEMJ,US,21,56
LZC1ZPVKOH3H3PQL,US,97,26
LZITVTYBXP252YWT,US,45,45
LZLWRZ6YUL5CJKUV,US,38,134
LZP6EIKKWG954V73,US,20,56
M01TEEZOC38B6YQB,US,32,48
M065LG21F1N1EXME,US,9,58
M07KQDS5UOWROIUJ,US,12,63
M0AJTI239RZPHVAJ,US,46,145
M0B4C80YJ94PSUYQ,US,22,62
M0C084ZKZGTKB1N9,US,16,61
M0ENC63QCS9Z991K,US,49,24
M0FASV7ZMYH58CM4,US,65,150
M0IOKA4OONCRLXO6,US,30,64
M0LSSEB34QKCWL1X,US,22,48
M1AAJ1VKWP6HYR2X,US,13,65
M1FKKP2XEPWG7VVH,US,9,64
M1IA9URP93KBPTXR,US,20,63
M1L5B3M1QC6GBL7R,US,39,80
M1PEYV15JS1LATPS,US,53,137
M1PWXPDKTKAYIJQ0,US,26,40
M26HOIBDN2SVN2LF,US,170,227
M29ENUQLNVOZBZST,US,15,62
M2N0FZWORE7CFTA9,US,66,75
M2QJAK55M2JGX8X0,US,21,75
M2Y3ZNT0QYE8BXKO,US,29,33
M30YZ8TY08PZ8ENU,US,19,77
M3CBORMSAFP6U34G,US,43,162
M3CPH94WCJ1R6H1T,US,26,49
M3CRONZM0WVDKZB5,US,25,94
M3TPIR9WVD1IRSIE,US,107,154
M41OB898KR8TPNCW,US,31,15
M4E3BZHG7MBH6G91,US,25,185
M4GVRFBGZOMVGXWI,US,43,225
M4HBPAII7U5B3ZLA,US,7,53
M4JAVX5S4IKA2GC9,US,21,55
M4T8X4BWAPHL5OLK,US,16,96
M4VFEGZTSURW1TN3,US,21,55
M546HH3OB0PUAC4X,US,20,50
M54CKO9558J4V8RS,US,53,92
M5X7UAHDXTVFWHBM,US,37,21
M68YQQGI5VKDT075,US,10,73
M695EA003GC0SQDU,US,21,35
M6D4AUJNC8WNMXNZ,US,10,71
M6FLHC113C3TBI5Q,US,37,43
M6J7FAJ3H70CNSQ6,US,23,56
M6MIDS6W2XT633PW,US,44,4
M6OCH0D57PZRTIJ3,US,20,72
M6OIWUEUX2BES6LR,US,35,54
M6QAWWTN073EHZK9,US,26,114
M6R3T691A4OCA5CS,US,26,55
M6V6IX4C0ZT36MED,US,59,116
M7BUE2FM2N6IYDZ2,US,8,50
M7IACTQF61J35S7Z,US,54,102
M7PGQQJCTQRSRBQZ,US,16,67
M7PU6CL0NEHFHUY3,US,17,68
M81NNJEDOAD8AAUY,US,20,57
M83N9F1HG2XTDEVG,US,22,21
M8OQORGGES7JJB5E,US,6,58
M8TVAUK5F37JYGD3,US,43,108
M9LGQXM1M8TB61DO,US,112,139
M9NIZ7CAXBOCPZ3T,US,20,72
M9NSRHTAQ7EI29IA,US,24,43
M9TYKI5OEFI4VGR0,US,15,70
M9WVS3M8TNEYUU1I,US,32,76
MAMYDTKE87N0ADE9,US,8,69
MAYPP92FJ2JGGMLW,US,21,110
MBE7ZQDMDWWOU8D0,US,12,50
MBGAD8CI826GYRYT,US,83,161
MBIYTN97ZQFR0N1P,US,22,50
MBJ5FHU1KPQRZ24R,US,22,11
MBZCP0HLPQY8K30L,US,24,68
MC093Y0AB1PNS77S,US,34,56
MC1NDGAJS4FHNJYZ,US,18,59
MCBJKWWBGWHTO1AX,US,9,60
MCZAX83HQ1RQTNNC,US,16,54
MD3NZ11PGUOUZ552,US,35,145
MD3YVGZAYDOSHHV1,US,23,69
MD5C7GU7S67LCBO3,US,61,26
MD5ICKUA5ELLZDZU,US,22,23
MDF6LPY8H92JVJMT,US,19,67
MDJTNYYAZRHOMFAF,US,26,69
MDOWYCKRIEBBSYAK,US,17,134
MDSSHIRU3HRTNZ6Z,US,40,111
MDUC0VOE61O705RT,US,2,53
MDUI908OOR8QS3Z8,US,22,85
MDY9ZMLHCCALM48X,US,35,9
MEAR76Q9WVX0R7Z7,US,54,173
MECLGJMU5EVX5ID5,US,44,51
MEH2ZVZJBEMJG7J9,US,30,27
MEH6T97G74WY57KS,US,40,92
MEI6WGLTSJA0DYDV,US,24,94
MEUWGNDUT7ROUARG,US,28,104
MFHQ9XN0NC5EBYBI,US,32,116
MFXH7J0H0VK73492,US,15,53
MG37HWD0HZFMB6M1,US,23,39
MGEFB3LVZ0DD5UIR,US,25,32
MGHYY19QY4N07O3N,US,19,61
MGI298BZ8G2GY1A0,US,17,89
MGKDAAF3W1E3NNQP,US,11,75
MGOBPGW5YV7NXRM9,US,25,51
MGQP7KWQGP48P6QK,US,18,83
MGSQ9ELFF9VOPT5W,US,63,217
MGUWKPRC957LTBT1,US,32,44
MHL3GT4SRLY23U3V,US,23,88
MHQS7KT122BYC8K8,US,23,31
MHSKWDM1AAFWH7UO,US,173,332
MHYDBRD4OH6RWDXV,US,40,8
MI2M33MB1XWT9T66,US,10,53
MIAXUZ2T9KXDNA8T,US,24,48
MID5RCRGD5RA3MTZ,US,23,18
MIXED8O7YPT0WPDW,US,36,83
MJ4DVRMU6IV8TJ23,US,77,240
MJ5A60BE47PQQHK1,US,13,79
MJ9HYXVLX6L7JHSR,US,22,72
MJCG4S2UDRHZPF4J,US,23,61
MJFLKJLOMUOW3UUD,US,30,58
MJIXY9K4X7PK1Q3J,US,22,31
MJJ1OVZWTPT0Z9N8,US,40,77
MK1J38PJ4SRVRW7W,US,25,38
MK5DIDCMYR7ZN5MK,US,21,70
MK5XKTN1O76JTP3B,US,22,32
MKD7HV293CQZY9VZ,US,129,156
MKDQ0F6WO4S1CCUM,US,17,73
MKSR9SFTX7G0PORY,US,7,50
MKUWV78K62CLV8MH,US,14,71
MKYSXPVTMB5B5ICJ,US,20,76
ML40J28ZL0J8MM12,US,1,50
MLDXD6L12E962XSN,US,7,80
MLEW1S78DPVHKF15,US,9,175
MLG3FQBM36XINX16,US,30,78
MLK5MP7X4YJ2LNRJ,US,13,51
MLO7C2242I7DJVEU,US,11,59
MLX8XXZRPVTVW1LK,US,25,61
MM6YJBYPWB74AGOJ,US,43,111
MM7GAWBZU09RS53I,US,22,54
MMKW0BOUKT92Y623,US,14,60
MMMETPVY69JP042C,US,22,35
MMUY2RDDQ71272I5,US,10,54
MMXGGT69HOIWW8TV,US,17,64
MNMX55VKH7ZK2DLL,US,247,106
MNMZ49YZEF74EC4Y,US,44,7
MNR0CZ37P2EVJHMV,US,11,57
MNRBH14C1FEZHU6S,US,12,86
MNSDZFSJWHO77MJ6,US,46,40
MNW8B67OIYETQ26O,US,49,151
MNXO3PJAUQK4U4L3,US,20,53
MO1YAYNEXFQ6ZFNC,US,33,45
MO5OIG2FVSXVKB7D,US,17,69
MO7AP7GC3RFV2X5Y,US,76,163
MO7RP4TDIPW2X49D,US,29,25
MO9MDUAWODZUWOKN,US,19,59
MOAAY4GK8AC6MKFG,US,40,51
MOFGHNVZSZZ1Q1MF,US,29,79
MOKX9DAH6962A6G1,US,39,58
MOMLNUK2W7WG162Z,US,16,52
MOT54KTE1Q98GW68,US,40,92
MP8N1HLWNJHQUPSX,US,32,56
MPKJOWI0ZOAQGE2I,US,21,63
MQ0S7EB4ON14HMBS,US,54,177
MQ1FF4LA8FFLAQ5U,US,17,87
MQCUU14AI8B3IOSP,US,6,73
MQDWEOQS71S86EZB,US,18,50
MQEV0I3F4VITHHDY,US,8,70
MQFK5TSFZJMXZYMA,US,21,44
MQIUZYSGXTEOA2RS,US,62,145
MQKAEZF2QIWABAH2,US,25,101
MQNE2VCHLP0I9AYQ,US,40,106
MQR64FK98BGLC2RM,US,15,53
MQYR2JJSFRS2PKYQ,US,50,115
MR1DQEI92OYFGYXE,US,24,49
MR4N6G8REMBYNZFM,US,31,96
MRCC815T9RGX2IJA,US,16,66
MRCFAXY4HI26LMCC,US,51,211
MRFGPEXXETJY32UM,US,19,82
MRH438SV0SAI491Z,US,34,101
MRX9S83FYPTWT7KE,US,15,57
MRYIJHF8BRD37CEF,US,34,101
MSDC9SHD26JYJ25J,US,62,268
MSNNU49I05043L1T,US,69,253
MSR1437XQ5V3D5S5,US,10,85
MSS3IZVQY0LR4MK5,US,17,82
MSVKO96Q004DSLGV,US,46,45
MT286NT9PFA95YTJ,US,31,127
MU1VGTO88120UQMM,US,56,184
MU2BRNVXCEVI7T4M,US,53,94
MU2WW037LIMUODKS,US,62,132
MU3W455PUETWWUHK,US,38,63
MU6NZCRP6576UFYO,US,21,73
MU7B6O2306U4HDMV,US,26,79
MUM7YHPVY568U8OX,US,24,41
MUQ2GZJPB68FVRXY,US,14,73
MUQ4DWSFGFP0M5GR,US,12,74
MV3ZIA98HLS6YDQ1,US,44,112
MV6011BU1BON2PG8,US,243,390
MV8FDPH41X9QCHAI,US,22,42
MVS5GTXO631LJ673,US,21,52
MW3DHISQ9CRIJJWZ,US,49,148
MW5O2SV7IFXK9NHZ,US,16,76
MW8BWOLTAQLYBSSG,US,42,114
MWAJKHNKI3SKC6R4,US,30,57
MWBPUXPYEXVMFHRE,US,13,57
MWJDQP3US4TKCMH7,US,54,25
MXAG7FRM4ZIALEFH,US,33,26
MXGYCYMHVETPG2T7,US,28,89
MXQM4G555OQZ7U73,US,34,84
MXVG4RY5RR5ICDHG,US,12,68
MXWQIFZUYIXYG6NH,US,22,33
MY2DPHNA2GKHRO8N,US,42,94
MY398D4A3XEARF0S,US,22,44
MY73VBO6G6JVBOGO,US,30,45
MYFG4CS5JK7IARIJ,US,36,149
MYG54G4Y5E6RZ7NV,US,38,61
MYH02E2OLGPOG9PO,US,40,62
MYXNNDEDWE26QRVI,US,133,29
MZ0VWSD6YCINWN15,US,43,45
MZFHKMRB2HNIV288,US,26,61
MZL71SCFAPJR30XV,US,32,122
N03IRI9MFJ709MSI,US,26,37
N0OMZ6ABAJTFQ08Q,US,4,54
N12DCNZYYDHNF64B,US,11,66
N1AFLKV7GASYQWKV,US,23,31
N1IFSY595KBX47WT,US,18,53
N1L2KLDIXOX0IX7P,US,24,59
N1L659YMDSO3DN3H,US,41,107
N1LONBN0LQ5RV5CY,US,41,86
N1QSXCQKE2QAX1PL,US,28,62
N1WDDPR3VNWTRSKK,US,26,50
N1ZUSCWSE275KKPJ,US,27,13
N2AI0IPCQCHBLWWA,US,10,63
N2DZB2JCHPGHIJBI,US,39,103
N2EO55DV8V4WMT9Q,US,23,67
N2F91381MUYMK063,US,22,25
N2LTU1NWG04WX9OS,US,65,76
N2PKC42V1OGJEVLO,US,22,39
N2R4HR7JBYICYY3Z,US,22,38
N2SXEXWOBYJCS8M5,US,48,129
N2UNKKHTNKK9JZUH,US,16,73
N2V3XVOKY30HC9CF,US,68,110
N34JQEJT0HIQSGQF,US,44,93
N35F4SHYTXMEUOI2,US,36,4
N397UBPN7133U6WP,US,23,41
N39ODHESFKT9B0BD,US,19,78
N3HJ9EC5CKXRQIG8,US,17,79
N3JVWG9JQ4VN8NA9,US,27,127
N3PWKSW0N47CBAUD,US,18,109
N3XMNYMA64PVCCOQ,US,16,58
N4CF6L7U1TIRSKVA,US,35,51
N4LH1ZMNZSJT56N6,US,92,536
N4NY3FRTKL6KVC8N,US,38,103
N4QEWA6P3O8OJG3F,US,33,91
N52DJVN57VPJCOW2,US,44,63
N53DE4RH393UEJOQ,US,21,29
N5GSHM0PJSSDG018,US,22,22
N5KZBI60OUJS8FTX,US,20,55
N5NYENPQUPXM9Z36,US,28,143
N65TSZVWN63WQCWU,US,33,118
N683826EG8EG37K0,US,23,20
N69UYW3QTY87C4BS,US,32,89
N6EFVZZTYH7M4I60,US,9,88
N6IEE3PDL0VGTJCF,US,43,76
N6IX5UECDSYVRFKL,US,13,57
N6N69WMHU1GWZVKJ,US,36,43
N6OVB1OKVMD2JUTD,US,27,72
N6P1XT5QQ50KSWIS,US,27,101
N6Q6O806RC4XMDC1,US,27,107
N6TKRJNIXC2KLLY6,US,13,57
N6W1TE2PTGOTYACW,US,22,5
N732TBRB5U4PULGI,US,12,52
N7C3NDVRMU33QLDP,US,12,89
N7UZIBUHXJ5BRTSM,US,26,44
N890WJJGBIFWSMPX,US,15,67
N8F42J102MLSCOSS,US,21,57
N8TDWTLXJ2Z1WFEQ,US,24,44
N91GCFT2RJY4LX4C,US,30,34
N92FUTRNRNZJ5PKQ,US,17,50
N9RW62DMGDZK2IEY,US,22,62
NA20VRZ4JU3VG5A3,US,22,34
NA3UA8O7FLZYZ8OB,US,54,193
NA5Y1ICE7PHY8LNC,US,16,65
NA8URM6S6ISI3TE6,US,23,60
NAA06G2H49Q2DHPS,US,28,45
NAKGCYAEVXNGETOU,US,53,173
NAT4AV7QE7UFSDE9,US,15,60
NB1F60141VOA82P3,US,80,263
NB1RO7CY6BKG1QH2,US,14,52
NB65IJIVIPXR4EBN,US,9,52
NBGLBIGM50PJ8B7W,US,15,106
NBHI03T0GAH78VLL,US,38,25
NBLWVPGGU6OM9JPJ,US,24,194
NBMUW5WOBB603AN8,US,88,229
NBT2UMZTVQ5KAPWO,US,22,14
NBUD6O9N71DC58YP,US,27,51
NBUGA4TL59UJ7L14,US,12,54
NBVW1ER4IQG9VZ5H,US,40,117
NC1VB86GWGHTDLSF,US,53,108
NC26C5K89QL9CKJJ,US,63,114
NCAT7PJBLU4NE4OW,US,16,54
NCLAP9IAD2VWIXXX,US,5,83
NCM30X60F7C4R5KK,US,25,85
NCQ0JKKS8JKJA2Z5,US,28,97
NCV90P457BI3JN2M,US,5,96
NCWP8DPAQQ59A2SB,US,27,48
ND2E63Z98T6LZIEE,US,37,62
NDA6SP0IOQPUICML,US,10,50
NDDFAPQW64A1PEQH,US,5,57
NDGS9CMQMC8JXFY5,US,17,53
NE4QAPKOPPP3WFME,US,9,51
NE5Z90BDH70P3AOP,US,43,75
NEEI9DHC3CRK8TOM,US,66,32
NEKWY4L0GHBQRFET,US,64,73
NET6F7477B68C5K3,US,5,50
NEXKWB0GA9X60MHF,US,34,39
NF7BVYMF0U83M3AD,US,21,20
NFN8DKAUINGREZQ6,US,18,122
NFR1PEJX8S7Y8CLU,US,43,118
NFRA8C2VSTXUF15Q,US,21,35
NFWG0V0VVO197GNV,US,18,112
NFZUPEYAYW49D4BD,US,20,54
NG48G0XAMLYXECAD,US,36,79
NGEH2P04WUO4598J,US,80,236
NGJ4X9E3X58GLUFG,US,13,53
NGPEYGLPB4TDHHGD,US,14,90
NGQQ15E24SIMP69B,US,312,112
NGSYVUGY4OM29E5L,US,18,51
NGWYNT5A6TXYK5XY,US,25,40
NH07Z2CGLBBLIZCJ,US,21,62
NHDISNGM9PBOX2VT,US,21,42
NHQW8XHC30667XRO,US,18,55
NHSFA8RXJEJDL57A,US,23,47
NHSKQOFJVT3T038S,US,21,5
NI0O58V2KVCVIWK9,US,21,67
NI9RSD27WBKKM2K0,US,47,11
NIHA1UWEOJOMEJJ2,US,25,40
NIXIW4FSQ6QH9TZ7,US,30,81
NIYGPX0RBQVD4EFT,US,50,132
NJ154Q2CWH0HMR0L,US,18,53
NJ2GP5HXSHL6U677,US,46,76
NJ43F1T79240K4L3,US,3,60
NJ56NMUM9KSVALCT,US,23,69
NJ5VJ1JYUIYTRGP6,US,56,112
NJCLGSYFAZ86D5B8,US,93,78
NJHK3MEXTZGDG41F,US,30,74
NJL9W341GSI5O5JZ,US,22,22
NJM5PJB5N0QBM27Z,US,6,65
NJN6UEV2W9RPRH40,US,36,98
NJO2UCX8ROJH0CDQ,US,54,134
NJSBVC11BYAZ19WN,US,16,98
NJXGZNSZQZ5D7JNW,US,39,74
NJXHH297NPM3GB2C,US,17,51
NKG2A51T51LLXNHM,US,27,28
NKWDD8JVC96R638R,US,22,59
NL0K5H9GXPAGCVG0,US,38,98
NL1WFSK4SJP6NLDC,US,51,79
NLIXGAM55GI0CLNB,US,11,65
NLPIQ3FUMU3CMJDS,US,21,42
NLVPS0WCU50LQCRK,US,21,30
NMGPOPM9CBKHE4Z3,US,26,49
NMZF493OHT8QHK53,US,26,39
NN2DT08LHDMGRMVW,US,28,86
NN4PSNBK7SJEZKM8,US,26,101
NN9ZRB7XC8DL8GWY,US,24,65
NND6PCNNGBRUOZTS,US,40,68
NNDNXLDAWPM3V8XJ,US,22,35
NNIS7DV3N9KSUJDY,US,24,59
NNR3QQ5V9WXSQHGO,US,27,65
NO4RLVXZFTUJG3IN,US,49,96
NO8BYNVJ7256ZDAO,US,50,157
NOJKLT41PDKT6YQG,US,26,76
NOL6A5M9JETKR5ZK,US,22,29
NOT2JR39SS49XXL4,US,46,96
NOVM6YBCAZ7R6X16,US,36,48
NOYXC09H83MXJFJ5,US,38,33
NP30NJNVWWX02PU5,US,73,307
NPLPMFUPMXZJQ9T1,US,19,71
NPNX0T52DECM5UWF,US,103,363
NPSSTVT5GPNISKY7,US,28,74
NQ3H7CHNTXI2INXI,US,34,171
NQH2OUJDYKME0ZXS,US,16,51
NQO7G4I5MM6K65WJ,US,11,58
NR64E6IR7I120VNG,US,64,195
NRFVXGXLK01J1NPO,US,39,37
NRIU1TVZ37WIH9VM,US,47,228
NRIU5MGUI7P3ISF5,US,22,37
